artist_id,artist_name,genres,popularity,followers
0UEP2XBR9aC5NBKcAKnBIq,CHEN,"k-ballad,soundtrack",55,1589718
6dhfy4ByARPJdPtMyrUYJK,Yerin Baek,k-ballad,57,782708
3ErHVJMsxTq2lLSmnONBm9,Roy Kim,"k-ballad,soundtrack",48,392838
7j46Sze6UWb7p41IqcYFAp,Catherine Russell,"vocal jazz,swing music,jazz",47,39022
2pRZp2WxvnWWiSPcSSYkNV,george,k-ballad,48,196607
2SY6OktZyMLdOnscX3DCyS,JANNABI,"k-ballad,k-rock",53,781095
6jgrgDBt1SbtNbc25sLaTH,Busker Busker,k-ballad,41,113558
0hDjKSKjl1DC7ovYTDJHe8,Bruno Major,,61,1562547
5ghNwcHNesKq0Q3zfK39ic,So Soo Bin,,44,74026
2Y9AUayH5pyZpVfkDYDfJV,Stella Jang,,45,246831
7v4imS0moSyGdXyLgVTIV7,Nat King Cole,"christmas,adult standards,vocal jazz",68,2535162
7bPs6jf983f0bjRAt1yxDM,Patrick Watson,,70,916846
75OSuJw6r1LCdYgmTt0gHs,Micah Edwards,retro soul,45,51164
7sS12h1hMwOqXiB5vYdlu8,TOY,k-ballad,23,28834
7jFUYMpMUBDL4JQtMZ5ilc,Sung Si Kyung,k-ballad,51,396327
3VQDqjQ4wJyw8PzpGdlZpB,Colde,,57,695531
4BBN286rBKyCWsSPq2cxYO,Sam Kim,"k-ballad,k-pop",52,484881
7gW0r5CkdEUMm42w9XpyZO,Laufey,,82,8426402
4QvgGvpgzgyUOo8Yp8LDm9,Mrs. GREEN APPLE,"j-pop,anime,j-rock",78,6259672
0ufoLkr55gheQNunOgkTae,Leina,j-pop,46,81784
0BJ2EjOqcfgFvlZXNKrNbE,Saja Boys,,80,2169562
1EowJ1WwkMzkCkRomFhui7,RADWIMPS,"anime,j-pop,j-rock",72,4766243
2XjqKvB2Xz9IdyjWPIHaXi,Sheena Ringo,"j-pop,j-rock,art pop",63,2089411
2NKadilSWCwuqGp5QoDeUS,ZARD,"j-pop,kayokyoku",56,568843
7bG2PIfT22HGxisl6LAohx,S. Kiyotaka & Omega Tribe,"city pop,kayokyoku,j-pop",45,82548
2FdiOm1d5IVBdLlobhzlTF,Kingo Hamada,city pop,48,72484
1TnNKsMdzxwBiHkde10tPX,Yurie Kokubu,city pop,41,34054
7ueOlHsDGBjqZfjpDj4oJO,Kim Gun Mo,k-ballad,41,48630
6KImCVD70vtIoJWnq6nGn3,Harry Styles,,80,34106894
0xGtOrmB2hnrNRLG3vhpSo,Anri,"city pop,j-pop,kayokyoku",59,529505
7rGbODPTIVjzn3CTR6RCzE,Junko Ohashi,"city pop,kayokyoku,j-pop",49,143626
4rVB9YY0kKlV5iBATVGxQy,間宮貴子,city pop,39,20337
3WwGRA2o4Ux1RRMYaYDh7N,Mariya Takeuchi,"city pop,kayokyoku,j-pop",57,1035999
0ECegKslGWO6zz3XzTyIwQ,1986 OMEGA TRIBE,"city pop,kayokyoku,j-pop",42,64138
31SBgHxc8eqZUk9MdveH42,PREP,,47,309124
0du5cEVh5yTK9QJze8zA0C,Bruno Mars,,89,75317615
